Brand Name,Smartphone Name,Colour,RAM,Storage(ROM),Primary Camera,Secondary Camera,Display Size,Battery Capacity,Price,Product URL
-,-,-,-,-,-,-,-,-,,https://www.flipkart.com/oneplus-nord-2t-5g-jade-fog-128-gb/p/itm31ac32e308282?pid=MOBGHBZHFAUYKH3U&lid=LSTMOBGHBZHFAUYKH3ULHMMB2&marketplace=FLIPKART&q=oneplus+phone&store=tyy%2F4io&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=d9e29bef-8d38-43bf-9aff-74e972a114c6.MOBGHBZHFAUYKH3U.SEARCH&ppt=hp&ppn=homepage&ssid=knbvr9c9nk0000001681883454675&qH=3aab324a90d0fcc4
-,-,-,-,-,-,-,-,-,,https://www.flipkart.com/oneplus-11r-5g-sonic-black-128-gb/p/itmd8344a066fd54?pid=MOBGN3AF8GEAKKNA&lid=LSTMOBGN3AF8GEAKKNAJ30Q3Y&marketplace=FLIPKART&q=oneplus+phone&store=tyy%2F4io&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=d9e29bef-8d38-43bf-9aff-74e972a114c6.MOBGN3AF8GEAKKNA.SEARCH&ppt=hp&ppn=homepage&ssid=knbvr9c9nk0000001681883454675&qH=3aab324a90d0fcc4
-,-,-,16 GB RAM , 256 GB ROM,50MP Rear Camera,-,17.02 cm (6.7 inch) Display,5000 mAh Battery,,https://www.flipkart.com/oneplus-11-5g-eternal-green-256-gb/p/itm668119d115289?pid=MOBGMUHCGYAU8WX6&lid=LSTMOBGMUHCGYAU8WX64VCFUP&marketplace=FLIPKART&q=oneplus+phone&store=tyy%2F4io&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=d9e29bef-8d38-43bf-9aff-74e972a114c6.MOBGMUHCGYAU8WX6.SEARCH&ppt=hp&ppn=homepage&ssid=knbvr9c9nk0000001681883454675&qH=3aab324a90d0fcc4
-,-,-,-,-,-,-,-,-,,https://www.flipkart.com/oneplus-10t-5g-moonstone-black-256-gb/p/itm9a8677129b2bf?pid=MOBGHBNGHKM9BUJZ&lid=LSTMOBGHBNGHKM9BUJZ5WLSMO&marketplace=FLIPKART&q=oneplus+phone&store=tyy%2F4io&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=d9e29bef-8d38-43bf-9aff-74e972a114c6.MOBGHBNGHKM9BUJZ.SEARCH&ppt=hp&ppn=homepage&ssid=knbvr9c9nk0000001681883454675&qH=3aab324a90d0fcc4
-,-,-,-,-,-,-,-,-,,https://www.flipkart.com/oneplus-nord-2t-5g-jade-fog-128-gb/p/itm38fc98b1d0cbc?pid=MOBGNQHZ7V2GPFKG&lid=LSTMOBGNQHZ7V2GPFKGAQZ2OH&marketplace=FLIPKART&q=oneplus+phone&store=tyy%2F4io&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=d9e29bef-8d38-43bf-9aff-74e972a114c6.MOBGNQHZ7V2GPFKG.SEARCH&ppt=hp&ppn=homepage&ssid=knbvr9c9nk0000001681883454675&qH=3aab324a90d0fcc4
-,-,-,-,-,-,-,-,-,,https://www.flipkart.com/oneplus-10r-forest-green-256-gb/p/itm10b9b43146ada?pid=MOBGHBNGYGSTWQCS&lid=LSTMOBGHBNGYGSTWQCSRFCBTE&marketplace=FLIPKART&q=oneplus+phone&store=tyy%2F4io&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=d9e29bef-8d38-43bf-9aff-74e972a114c6.MOBGHBNGYGSTWQCS.SEARCH&ppt=hp&ppn=homepage&ssid=knbvr9c9nk0000001681883454675&qH=3aab324a90d0fcc4
-,-,-,-,-,-,-,-,-,,https://www.flipkart.com/oneplus-10t-5g-moonstone-black-256-gb/p/itm9a8677129b2bf?pid=MOBGHBNGWSNHGCE3&lid=LSTMOBGHBNGWSNHGCE372IHLX&marketplace=FLIPKART&q=oneplus+phone&store=tyy%2F4io&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=d9e29bef-8d38-43bf-9aff-74e972a114c6.MOBGHBNGWSNHGCE3.SEARCH&ppt=hp&ppn=homepage&ssid=knbvr9c9nk0000001681883454675&qH=3aab324a90d0fcc4
-,-,-,-,-,-,-,-,-,,https://www.flipkart.com/oneplus-nord-ce-5g-silver-ray-256-gb/p/itmc4c02029d9c90?pid=MOBGDM5SUVH9VMZD&lid=LSTMOBGDM5SUVH9VMZDXXIG5M&marketplace=FLIPKART&q=oneplus+phone&store=tyy%2F4io&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=d9e29bef-8d38-43bf-9aff-74e972a114c6.MOBGDM5SUVH9VMZD.SEARCH&ppt=hp&ppn=homepage&ssid=knbvr9c9nk0000001681883454675&qH=3aab324a90d0fcc4
-,-,-,-,-,-,-,-,-,,https://www.flipkart.com/oneplus-10r-5g-forest-green-256-gb/p/itm6e7366aa0b25d?pid=MOBGHBZHNYJWY8JZ&lid=LSTMOBGHBZHNYJWY8JZYFEGCV&marketplace=FLIPKART&q=oneplus+phone&store=tyy%2F4io&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=d9e29bef-8d38-43bf-9aff-74e972a114c6.MOBGHBZHNYJWY8JZ.SEARCH&ppt=hp&ppn=homepage&ssid=knbvr9c9nk0000001681883454675&qH=3aab324a90d0fcc4
-,-,-,-,-,-,-,-,-,,https://www.flipkart.com/oneplus-nord-2t-5g-jade-fog-256-gb/p/itm97eda8b1a1566?pid=MOBGHBZHF4YCMGZY&lid=LSTMOBGHBZHF4YCMGZY8VKEVC&marketplace=FLIPKART&q=oneplus+phone&store=tyy%2F4io&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=d9e29bef-8d38-43bf-9aff-74e972a114c6.MOBGHBZHF4YCMGZY.SEARCH&ppt=hp&ppn=homepage&ssid=knbvr9c9nk0000001681883454675&qH=3aab324a90d0fcc4
-,-,-,-,-,-,-,-,-,,https://www.flipkart.com/oneplus-10-pro-5g-volcanic-black-128-gb/p/itm6f3bc476a043f?pid=MOBGHBZHAJ2UZYBD&lid=LSTMOBGHBZHAJ2UZYBDUBF6RV&marketplace=FLIPKART&q=oneplus+phone&store=tyy%2F4io&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=d9e29bef-8d38-43bf-9aff-74e972a114c6.MOBGHBZHAJ2UZYBD.SEARCH&ppt=hp&ppn=homepage&ssid=knbvr9c9nk0000001681883454675&qH=3aab324a90d0fcc4
-,-,-,-,-,-,-,-,-,,https://www.flipkart.com/oneplus-10r-sierra-black-128-gb/p/itm10b9b43146ada?pid=MOBGHBNGX9ZK6HQV&lid=LSTMOBGHBNGX9ZK6HQVQQ4Z8Z&marketplace=FLIPKART&q=oneplus+phone&store=tyy%2F4io&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=d9e29bef-8d38-43bf-9aff-74e972a114c6.MOBGHBNGX9ZK6HQV.SEARCH&ppt=hp&ppn=homepage&ssid=knbvr9c9nk0000001681883454675&qH=3aab324a90d0fcc4
-,-,-,-,-,-,-,-,-,,https://www.flipkart.com/oneplus-nord-2t-5g-gray-shadow-256-gb/p/itm97eda8b1a1566?pid=MOBGHBZHNPGQGXJY&lid=LSTMOBGHBZHNPGQGXJYSD8DIV&marketplace=FLIPKART&q=oneplus+phone&store=tyy%2F4io&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=d9e29bef-8d38-43bf-9aff-74e972a114c6.MOBGHBZHNPGQGXJY.SEARCH&ppt=hp&ppn=homepage&ssid=knbvr9c9nk0000001681883454675&qH=3aab324a90d0fcc4
-,-,-,-,-,-,-,-,-,,https://www.flipkart.com/oneplus-11-5g-titan-black-128-gb/p/itm668119d115289?pid=MOBGMUGYNMCMR2AF&lid=LSTMOBGMUGYNMCMR2AFE18GGD&marketplace=FLIPKART&q=oneplus+phone&store=tyy%2F4io&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=d9e29bef-8d38-43bf-9aff-74e972a114c6.MOBGMUGYNMCMR2AF.SEARCH&ppt=hp&ppn=homepage&ssid=knbvr9c9nk0000001681883454675&qH=3aab324a90d0fcc4
